post_id,platform,author,text,sentiment,created_at
485,Instagram,user587,"Gracias @canalZ por el apoyo, quedé feliz con todo #promo",positive,2024-06-05 21:45:00
486,TikTok,user20,Probando el filtro de @soporteX #promo,neutral,2024-04-18 07:29:00
487,Instagram,user421,Comparando precios con @creatorMia #promo,neutral,2024-03-19 11:41:00
488,Twitter,user465,"Gracias @viajesPro por el apoyo, quedé feliz con todo y gracias a @soporteX",positive,2024-05-10 23:21:00
489,Instagram,user430,"Ojo con @creatorMia, publicidad engañosa",negative,2024-05-02 18:08:00
490,Twitter,user516,"Gracias @modaTrends por el apoyo, quedé feliz con todo https://t.co/demo",positive,2024-05-15 23:09:00
491,YouTube,user442,"Qué gran atención de @brandY, todo rápido y claro #promo",positive,2024-04-03 13:00:00
492,Twitter,user359,"Buenísimo el video de @canalZ, 10/10 https://t.co/demo",positive,2024-04-07 20:25:00
493,YouTube,user557,"Qué gran atención de @brandX, todo rápido y claro #promo",positive,2024-04-03 17:44:00
494,YouTube,user8,El envío de @hogarIdeas fue lentísimo y llegó mal #promo,negative,2024-06-15 19:58:00
495,TikTok,user260,Comparando precios con @cineFan #promo,neutral,2024-06-26 06:57:00
496,YouTube,user424,"La promo de @fitLife está genial, ahorré bastante",positive,2024-04-05 13:35:00
497,Twitter,user142,"No funciona lo que vende @musicBeat, una estafa #promo",negative,2024-04-06 11:33:00
498,Twitter,user564,Increíble servicio de @cienciaHoy! Me encantó la experiencia,positive,2024-05-21 20:29:00
499,Twitter,user446,"Recomiendo a @equipoY, contenido de calidad y muy útil y gracias a @brandY",positive,2024-07-02 13:40:00
500,TikTok,user534,"Malo el soporte de @fotografia, aún espero respuesta",negative,2024-07-15 14:59:00
501,Instagram,user11,Actualización de @foodLover disponible y gracias a @cienciaHoy,neutral,2024-04-04 20:59:00
502,Twitter,user174,Increíble servicio de @cienciaHoy! Me encantó la experiencia #promo https://t.co/demo,positive,2024-04-12 13:38:00
503,YouTube,user362,"La promo de @soporteX está genial, ahorré bastante y gracias a @saludPlus #promo https://t.co/demo",positive,2024-05-06 09:42:00
504,TikTok,user573,"Gracias @canalZ por el apoyo, quedé feliz con todo #promo",positive,2024-05-08 19:37:00
505,TikTok,user5,Increíble servicio de @foodLover! Me encantó la experiencia https://t.co/demo,positive,2024-04-19 03:59:00
506,TikTok,user526,Actualización de @devTips disponible,neutral,2024-03-29 08:18:00
507,YouTube,user348,"Malo el soporte de @devTips, aún espero respuesta #promo https://t.co/demo",negative,2024-04-24 07:31:00
508,TikTok,user236,"La promo de @ofertasHoy está genial, ahorré bastante https://t.co/demo",positive,2024-07-15 09:48:00
509,YouTube,user96,"Malo el soporte de @reviewGuru, aún espero respuesta #promo https://t.co/demo",negative,2024-04-07 07:27:00
510,TikTok,user588,"Qué gran atención de @saludPlus, todo rápido y claro #promo",positive,2024-05-04 08:00:00
511,TikTok,user248,"Gracias @soporteX por el apoyo, quedé feliz con todo #promo",positive,2024-08-26 04:05:00
512,YouTube,user81,"Malo el soporte de @fitLife, aún espero respuesta #promo https://t.co/demo",negative,2024-04-07 19:36:00
513,YouTube,user282,"Recomiendo a @foodLover, contenido de calidad y muy útil https://t.co/demo",positive,2024-05-23 17:56:00
514,YouTube,user434,Comparando precios con @brandY y gracias a @hogarIdeas,neutral,2024-07-18 04:06:00
515,YouTube,user531,Increíble servicio de @brandX! Me encantó la experiencia #promo https://t.co/demo,positive,2024-05-19 12:20:00
516,Instagram,user266,El envío de @equipoY fue lentísimo y llegó mal https://t.co/demo,negative,2024-06-11 17:01:00
517,Instagram,user435,"Recomiendo a @ofertasHoy, contenido de calidad y muy útil #promo https://t.co/demo",positive,2024-05-29 04:28:00
518,Instagram,user590,Actualización de @saludPlus disponible,neutral,2024-05-15 06:41:00
519,Instagram,user150,"Pésima experiencia con @brandX, no lo recomiendo #promo",negative,2024-06-24 21:31:00
520,TikTok,user530,Actualización de @noticiasTech disponible https://t.co/demo,neutral,2024-05-21 23:34:00
521,Twitter,user168,"Buenísimo el video de @canalZ, 10/10 #promo",positive,2024-04-19 08:52:00
522,TikTok,user370,El envío de @canalZ fue lentísimo y llegó mal y gracias a @creatorAna #promo,negative,2024-05-01 20:40:00
523,Instagram,user204,Actualización de @noticiasTech disponible y gracias a @fitLife #promo,neutral,2024-05-10 02:40:00
524,TikTok,user391,"Pésima experiencia con @creatorLuis, no lo recomiendo",negative,2024-04-11 20:54:00
525,YouTube,user586,Nuevo post de @brandZ sobre tendencias y gracias a @canalZ #promo,neutral,2024-05-03 09:07:00
526,TikTok,user405,Leyendo comentarios de @ofertasHoy,neutral,2024-04-27 06:16:00
527,Instagram,user24,El envío de @modaTrends fue lentísimo y llegó mal https://t.co/demo,negative,2024-05-21 05:41:00
528,Twitter,user407,"La promo de @gamerMax está genial, ahorré bastante y gracias a @viajesPro",positive,2024-08-04 03:32:00
529,Instagram,user269,"Recomiendo a @viajesPro, contenido de calidad y muy útil y gracias a @noticiasTech #promo https://t.co/demo",positive,2024-05-05 17:58:00
530,Twitter,user175,"Recomiendo a @ofertasHoy, contenido de calidad y muy útil #promo",positive,2024-07-04 09:17:00
531,YouTube,user562,"La promo de @hogarIdeas está genial, ahorré bastante y gracias a @fotografia #promo",positive,2024-05-20 19:15:00
532,TikTok,user446,Comparando precios con @gamerMax y gracias a @brandZ #promo https://t.co/demo,neutral,2024-05-03 08:52:00
533,TikTok,user160,"Gracias @foodLover por el apoyo, quedé feliz con todo y gracias a @gamerMax",positive,2024-04-10 16:47:00
534,TikTok,user489,"Recomiendo a @cineFan, contenido de calidad y muy útil",positive,2024-05-03 06:26:00
535,YouTube,user422,"Qué gran atención de @creatorMia, todo rápido y claro #promo https://t.co/demo",positive,2024-05-01 08:58:00
536,YouTube,user82,"Muy decepcionado con @foodLover, cero seriedad https://t.co/demo",negative,2024-04-01 18:09:00
537,YouTube,user276,"Gracias @brandZ por el apoyo, quedé feliz con todo y gracias a @creatorLuis",positive,2024-04-06 09:17:00
538,Instagram,user504,Increíble servicio de @creatorLuis! Me encantó la experiencia #promo,positive,2024-05-10 09:37:00
539,Instagram,user276,"Malo el soporte de @saludPlus, aún espero respuesta y gracias a @creatorLuis #promo https://t.co/demo",negative,2024-07-03 14:20:00
540,YouTube,user320,Leyendo comentarios de @musicBeat #promo,neutral,2024-04-23 04:59:00
541,TikTok,user58,Comparando precios con @brandZ #promo,neutral,2024-03-10 13:01:00
542,Twitter,user13,Viendo el directo de @hogarIdeas ahora https://t.co/demo,neutral,2024-02-21 01:08:00
543,YouTube,user204,"Muy decepcionado con @creatorAna, cero seriedad #promo https://t.co/demo",negative,2024-03-22 10:39:00
544,Instagram,user331,"No funciona lo que vende @brandY, una estafa https://t.co/demo",negative,2024-05-24 21:47:00
545,Instagram,user306,"Qué gran atención de @brandY, todo rápido y claro y gracias a @creatorLuis #promo",positive,2024-03-15 00:30:00
546,TikTok,user172,"Pésima experiencia con @viajesPro, no lo recomiendo y gracias a @brandY",negative,2024-05-31 23:29:00
547,TikTok,user159,Viendo el directo de @equipoY ahora https://t.co/demo,neutral,2024-05-21 21:20:00
548,Twitter,user62,"Qué gran atención de @creatorLuis, todo rápido y claro #promo",positive,2024-04-22 10:48:00
549,TikTok,user572,Leyendo comentarios de @musicBeat y gracias a @saludPlus #promo,neutral,2024-03-08 08:33:00
550,YouTube,user41,El envío de @fitLife fue lentísimo y llegó mal #promo,negative,2024-04-02 18:33:00
551,TikTok,user357,"Muy decepcionado con @canalZ, cero seriedad https://t.co/demo",negative,2024-04-17 05:17:00
552,TikTok,user461,Actualización de @fitLife disponible,neutral,2024-05-09 06:19:00
553,TikTok,user20,Actualización de @equipoY disponible,neutral,2024-03-16 13:13:00
554,YouTube,user195,Comparando precios con @creatorLuis y gracias a @musicBeat https://t.co/demo,neutral,2024-06-27 17:51:00
555,Twitter,user69,Viendo el directo de @creatorLuis ahora #promo,neutral,2024-05-09 03:22:00
556,YouTube,user33,"Muy decepcionado con @foodLover, cero seriedad #promo https://t.co/demo",negative,2024-05-13 20:40:00
557,Twitter,user73,Leyendo comentarios de @soporteX https://t.co/demo,neutral,2024-05-21 21:48:00
558,TikTok,user63,El envío de @cineFan fue lentísimo y llegó mal #promo,negative,2024-06-21 18:03:00
559,Twitter,user42,Viendo el directo de @brandZ ahora #promo,neutral,2024-05-03 18:08:00
560,Instagram,user395,"Gracias @modaTrends por el apoyo, quedé feliz con todo",positive,2024-05-24 19:03:00
561,Twitter,user426,Actualización de @devTips disponible,neutral,2024-04-02 03:33:00
562,Instagram,user171,El envío de @foodLover fue lentísimo y llegó mal,negative,2024-07-16 12:01:00
563,TikTok,user323,Leyendo comentarios de @cineFan,neutral,2024-04-30 19:13:00
564,Instagram,user559,"Qué gran atención de @fitLife, todo rápido y claro y gracias a @musicBeat #promo https://t.co/demo",positive,2024-04-02 01:10:00
565,Twitter,user292,"Malo el soporte de @noticiasTech, aún espero respuesta y gracias a @equipoY #promo https://t.co/demo",negative,2024-04-10 23:32:00
566,Instagram,user283,"Recomiendo a @musicBeat, contenido de calidad y muy útil y gracias a @canalZ #promo",positive,2024-02-28 07:57:00
567,TikTok,user263,"La promo de @viajesPro está genial, ahorré bastante",positive,2024-04-09 16:28:00
568,YouTube,user178,Leyendo comentarios de @hogarIdeas,neutral,2024-02-17 10:15:00
569,YouTube,user39,"Recomiendo a @brandY, contenido de calidad y muy útil y gracias a @musicBeat #promo",positive,2024-05-27 07:44:00
570,YouTube,user12,Increíble servicio de @foodLover! Me encantó la experiencia y gracias a @fotografia #promo,positive,2024-05-12 07:32:00
571,Twitter,user157,"Ojo con @viajesPro, publicidad engañosa https://t.co/demo",negative,2024-03-24 14:44:00
572,YouTube,user297,Increíble servicio de @reviewGuru! Me encantó la experiencia,positive,2024-04-24 08:57:00
573,YouTube,user88,"Pésima experiencia con @hogarIdeas, no lo recomiendo #promo https://t.co/demo",negative,2024-04-25 13:29:00
574,Instagram,user586,"Muy decepcionado con @saludPlus, cero seriedad y gracias a @brandZ #promo",negative,2024-03-18 23:22:00
575,Twitter,user590,"Buenísimo el video de @cineFan, 10/10 #promo https://t.co/demo",positive,2024-04-17 22:22:00
576,TikTok,user25,"La promo de @ofertasHoy está genial, ahorré bastante",positive,2024-04-27 15:02:00
577,Instagram,user46,"Gracias @ofertasHoy por el apoyo, quedé feliz con todo https://t.co/demo",positive,2024-04-17 01:51:00
578,Instagram,user249,Nuevo post de @noticiasTech sobre tendencias y gracias a @creatorAna #promo,neutral,2024-04-02 11:19:00
579,Instagram,user215,"Recomiendo a @foodLover, contenido de calidad y muy útil",positive,2024-03-23 23:43:00
580,YouTube,user19,"Muy decepcionado con @modaTrends, cero seriedad y gracias a @creatorMia #promo https://t.co/demo",negative,2024-04-15 23:46:00
581,Twitter,user278,"Malo el soporte de @brandX, aún espero respuesta #promo",negative,2024-04-05 22:31:00
582,Twitter,user369,"Buenísimo el video de @cienciaHoy, 10/10 y gracias a @viajesPro",positive,2024-05-18 10:46:00
583,Twitter,user497,"Buenísimo el video de @foodLover, 10/10 https://t.co/demo",positive,2024-06-25 18:04:00
584,TikTok,user313,"Pésima experiencia con @saludPlus, no lo recomiendo y gracias a @modaTrends #promo",negative,2024-06-03 08:03:00
585,TikTok,user514,Actualización de @cienciaHoy disponible,neutral,2024-04-28 01:00:00
586,TikTok,user569,"Buenísimo el video de @reviewGuru, 10/10 #promo https://t.co/demo",positive,2024-04-03 23:08:00
587,YouTube,user233,"Buenísimo el video de @creatorLuis, 10/10 https://t.co/demo",positive,2024-06-01 18:30:00
588,Instagram,user135,"Muy decepcionado con @devTips, cero seriedad #promo https://t.co/demo",negative,2024-05-21 23:30:00
589,Instagram,user537,"Qué gran atención de @creatorLuis, todo rápido y claro https://t.co/demo",positive,2024-06-21 19:01:00
590,Twitter,user546,"Qué gran atención de @creatorLuis, todo rápido y claro y gracias a @ofertasHoy",positive,2024-05-03 14:02:00
591,YouTube,user311,"No funciona lo que vende @cienciaHoy, una estafa y gracias a @soporteX #promo https://t.co/demo",negative,2024-07-12 20:53:00
592,Instagram,user274,"No funciona lo que vende @equipoY, una estafa y gracias a @brandZ",negative,2024-05-03 17:08:00
593,TikTok,user481,"Buenísimo el video de @viajesPro, 10/10 #promo https://t.co/demo",positive,2024-04-03 13:56:00
594,TikTok,user16,Leyendo comentarios de @equipoY #promo https://t.co/demo,neutral,2024-04-08 06:02:00
595,YouTube,user450,"Pésima experiencia con @musicBeat, no lo recomiendo",negative,2024-05-16 12:59:00
596,YouTube,user321,"Muy decepcionado con @saludPlus, cero seriedad",negative,2024-04-05 01:18:00
597,Twitter,user534,"Pésima experiencia con @brandY, no lo recomiendo #promo",negative,2024-07-12 19:02:00
598,Twitter,user397,"Buenísimo el video de @musicBeat, 10/10 https://t.co/demo",positive,2024-05-13 05:40:00
599,TikTok,user433,"No funciona lo que vende @brandY, una estafa #promo",negative,2024-04-27 15:25:00
600,Twitter,user93,"Qué gran atención de @devTips, todo rápido y claro #promo https://t.co/demo",positive,2024-04-30 00:51:00
601,YouTube,user184,"Pésima experiencia con @hogarIdeas, no lo recomiendo #promo https://t.co/demo",negative,2024-04-16 22:08:00
602,Twitter,user168,"Buenísimo el video de @hogarIdeas, 10/10 #promo",positive,2024-03-05 17:27:00
603,YouTube,user164,"Pésima experiencia con @brandY, no lo recomiendo",negative,2024-04-08 05:07:00
604,Instagram,user167,Increíble servicio de @hogarIdeas! Me encantó la experiencia #promo,positive,2024-07-04 15:13:00
605,Instagram,user296,"Gracias @creatorLuis por el apoyo, quedé feliz con todo y gracias a @noticiasTech #promo",positive,2024-05-04 17:01:00
606,Twitter,user557,"Pésima experiencia con @gamerMax, no lo recomiendo y gracias a @hogarIdeas #promo",negative,2024-06-08 02:42:00
607,Instagram,user7,Comparando precios con @canalZ https://t.co/demo,neutral,2024-06-10 06:18:00
608,Twitter,user152,"Pésima experiencia con @brandY, no lo recomiendo",negative,2024-04-24 10:11:00
609,Twitter,user340,"Gracias @cineFan por el apoyo, quedé feliz con todo y gracias a @noticiasTech",positive,2024-05-22 20:18:00
610,Instagram,user587,Comparando precios con @saludPlus #promo,neutral,2024-03-07 11:01:00
611,YouTube,user378,Comparando precios con @cineFan y gracias a @foodLover #promo,neutral,2024-06-29 09:22:00
612,YouTube,user338,"Pésima experiencia con @hogarIdeas, no lo recomiendo #promo",negative,2024-06-24 21:28:00
613,Twitter,user542,"Muy decepcionado con @hogarIdeas, cero seriedad https://t.co/demo",negative,2024-05-15 20:46:00
614,TikTok,user325,El envío de @fotografia fue lentísimo y llegó mal,negative,2024-05-05 21:34:00
615,YouTube,user510,Viendo el directo de @fotografia ahora https://t.co/demo,neutral,2024-04-25 00:49:00
616,Twitter,user477,"Muy decepcionado con @soporteX, cero seriedad #promo https://t.co/demo",negative,2024-06-14 19:07:00
617,Twitter,user218,El envío de @hogarIdeas fue lentísimo y llegó mal y gracias a @brandZ #promo,negative,2024-05-27 11:03:00
618,Twitter,user7,"Ojo con @reviewGuru, publicidad engañosa https://t.co/demo",negative,2024-02-08 05:59:00
619,TikTok,user199,Probando el filtro de @modaTrends,neutral,2024-04-12 16:26:00
620,YouTube,user160,Actualización de @fitLife disponible,neutral,2024-03-20 01:54:00
621,TikTok,user534,El envío de @modaTrends fue lentísimo y llegó mal #promo,negative,2024-03-15 11:19:00
622,Twitter,user363,Nuevo post de @canalZ sobre tendencias y gracias a @cineFan,neutral,2024-06-13 19:29:00
623,Instagram,user399,"No funciona lo que vende @noticiasTech, una estafa https://t.co/demo",negative,2024-04-24 02:57:00
624,Instagram,user509,"Gracias @noticiasTech por el apoyo, quedé feliz con todo #promo https://t.co/demo",positive,2024-05-14 01:16:00
625,Twitter,user207,"Buenísimo el video de @brandX, 10/10 #promo https://t.co/demo",positive,2024-04-28 16:30:00
626,TikTok,user537,Nuevo post de @creatorLuis sobre tendencias,neutral,2024-03-15 04:31:00
627,Twitter,user211,"Muy decepcionado con @hogarIdeas, cero seriedad y gracias a @noticiasTech",negative,2024-03-08 20:17:00
628,TikTok,user90,"Malo el soporte de @brandY, aún espero respuesta https://t.co/demo",negative,2024-04-10 19:42:00
629,Instagram,user320,"Recomiendo a @soporteX, contenido de calidad y muy útil y gracias a @ofertasHoy",positive,2024-04-13 09:18:00
630,Instagram,user153,"La promo de @brandX está genial, ahorré bastante #promo",positive,2024-04-13 18:45:00
631,TikTok,user327,"Recomiendo a @hogarIdeas, contenido de calidad y muy útil #promo https://t.co/demo",positive,2024-04-14 11:33:00
632,YouTube,user554,"Buenísimo el video de @brandX, 10/10 #promo https://t.co/demo",positive,2024-07-31 02:56:00
633,YouTube,user437,"La promo de @fotografia está genial, ahorré bastante",positive,2024-06-07 12:08:00
634,TikTok,user320,Leyendo comentarios de @hogarIdeas #promo,neutral,2024-05-05 15:53:00
635,Instagram,user582,"Buenísimo el video de @hogarIdeas, 10/10 y gracias a @noticiasTech",positive,2024-04-23 15:53:00
636,Instagram,user482,Comparando precios con @creatorLuis y gracias a @viajesPro #promo,neutral,2024-04-24 22:42:00
637,TikTok,user339,"Malo el soporte de @brandX, aún espero respuesta #promo",negative,2024-05-25 05:49:00
638,TikTok,user290,"Muy decepcionado con @creatorLuis, cero seriedad y gracias a @saludPlus https://t.co/demo",negative,2024-04-23 22:10:00
639,TikTok,user73,"Muy decepcionado con @viajesPro, cero seriedad",negative,2024-06-02 16:27:00
640,Twitter,user394,"La promo de @hogarIdeas está genial, ahorré bastante",positive,2024-05-09 11:40:00
641,Instagram,user558,Increíble servicio de @modaTrends! Me encantó la experiencia,positive,2024-07-31 03:54:00
642,TikTok,user475,"Pésima experiencia con @musicBeat, no lo recomiendo y gracias a @viajesPro #promo https://t.co/demo",negative,2024-04-20 20:21:00
643,TikTok,user389,"Malo el soporte de @modaTrends, aún espero respuesta y gracias a @creatorLuis",negative,2024-06-11 21:42:00
644,Instagram,user1,"Muy decepcionado con @musicBeat, cero seriedad y gracias a @cienciaHoy https://t.co/demo",negative,2024-03-22 23:15:00
645,TikTok,user325,El envío de @modaTrends fue lentísimo y llegó mal,negative,2024-04-04 11:45:00
646,Twitter,user92,"Ojo con @foodLover, publicidad engañosa https://t.co/demo",negative,2024-07-22 18:44:00
647,Twitter,user55,"Malo el soporte de @ofertasHoy, aún espero respuesta https://t.co/demo",negative,2024-05-31 23:58:00
648,TikTok,user404,"Ojo con @viajesPro, publicidad engañosa #promo https://t.co/demo",negative,2024-05-15 04:44:00
649,YouTube,user193,Probando el filtro de @ofertasHoy y gracias a @hogarIdeas #promo https://t.co/demo,neutral,2024-08-18 22:07:00
650,Instagram,user17,"No funciona lo que vende @gamerMax, una estafa https://t.co/demo",negative,2024-04-23 21:55:00
651,YouTube,user426,Comparando precios con @hogarIdeas,neutral,2024-06-11 14:28:00
652,YouTube,user566,"Gracias @equipoY por el apoyo, quedé feliz con todo #promo",positive,2024-06-15 08:04:00
653,TikTok,user514,"La promo de @fitLife está genial, ahorré bastante",positive,2024-07-07 12:34:00
654,YouTube,user116,Viendo el directo de @brandZ ahora,neutral,2024-03-19 09:32:00
655,Twitter,user477,"Malo el soporte de @fotografia, aún espero respuesta y gracias a @modaTrends",negative,2024-04-23 02:39:00
656,TikTok,user553,"Muy decepcionado con @reviewGuru, cero seriedad #promo",negative,2024-05-08 16:00:00
657,TikTok,user588,"Recomiendo a @noticiasTech, contenido de calidad y muy útil y gracias a @saludPlus",positive,2024-07-06 19:14:00
658,Twitter,user267,"Pésima experiencia con @devTips, no lo recomiendo https://t.co/demo",negative,2024-05-13 21:18:00
659,TikTok,user28,"Muy decepcionado con @creatorLuis, cero seriedad y gracias a @noticiasTech #promo",negative,2024-06-15 09:23:00
660,Twitter,user264,"Pésima experiencia con @fotografia, no lo recomiendo",negative,2024-03-16 12:37:00
661,TikTok,user180,Probando el filtro de @equipoY y gracias a @fitLife https://t.co/demo,neutral,2024-04-15 02:52:00
662,Instagram,user149,Probando el filtro de @cineFan y gracias a @gamerMax https://t.co/demo,neutral,2024-06-24 19:43:00
663,Twitter,user354,"Malo el soporte de @creatorAna, aún espero respuesta y gracias a @cineFan #promo",negative,2024-04-19 18:10:00
664,YouTube,user240,"Ojo con @viajesPro, publicidad engañosa y gracias a @fitLife https://t.co/demo",negative,2024-04-26 15:19:00
665,TikTok,user392,Nuevo post de @modaTrends sobre tendencias y gracias a @fitLife,neutral,2024-07-05 14:44:00
666,TikTok,user280,"Recomiendo a @creatorAna, contenido de calidad y muy útil #promo",positive,2024-03-28 08:15:00
667,TikTok,user200,El envío de @creatorMia fue lentísimo y llegó mal,negative,2024-04-03 00:24:00
668,Twitter,user422,"Ojo con @modaTrends, publicidad engañosa https://t.co/demo",negative,2024-03-14 01:09:00
669,Twitter,user25,"Qué gran atención de @fotografia, todo rápido y claro #promo",positive,2024-07-07 04:09:00
670,Twitter,user123,Probando el filtro de @creatorLuis,neutral,2024-06-06 06:18:00
671,Instagram,user114,"Qué gran atención de @musicBeat, todo rápido y claro",positive,2024-06-05 09:26:00
672,TikTok,user438,"Recomiendo a @brandZ, contenido de calidad y muy útil #promo https://t.co/demo",positive,2024-04-14 02:03:00
673,TikTok,user265,"Buenísimo el video de @brandZ, 10/10 #promo https://t.co/demo",positive,2024-03-12 22:01:00
674,Twitter,user504,"Gracias @cineFan por el apoyo, quedé feliz con todo #promo",positive,2024-03-05 08:50:00
675,Twitter,user106,"Qué gran atención de @devTips, todo rápido y claro y gracias a @musicBeat #promo",positive,2024-06-24 22:17:00
676,Twitter,user1,"Pésima experiencia con @canalZ, no lo recomiendo",negative,2024-05-18 17:35:00
677,YouTube,user503,Increíble servicio de @saludPlus! Me encantó la experiencia #promo,positive,2024-05-26 16:27:00
678,TikTok,user125,"Buenísimo el video de @noticiasTech, 10/10 y gracias a @modaTrends #promo",positive,2024-05-06 11:36:00
679,YouTube,user83,Leyendo comentarios de @noticiasTech y gracias a @devTips #promo https://t.co/demo,neutral,2024-03-31 06:31:00
680,YouTube,user307,Leyendo comentarios de @cienciaHoy #promo,neutral,2024-04-15 06:28:00
681,Twitter,user144,"La promo de @saludPlus está genial, ahorré bastante y gracias a @viajesPro #promo",positive,2024-03-23 10:30:00
682,YouTube,user512,Nuevo post de @brandX sobre tendencias y gracias a @ofertasHoy https://t.co/demo,neutral,2024-03-20 04:02:00
683,YouTube,user217,Viendo el directo de @fitLife ahora #promo https://t.co/demo,neutral,2024-06-02 04:49:00
684,Twitter,user501,"Malo el soporte de @fotografia, aún espero respuesta y gracias a @modaTrends #promo https://t.co/demo",negative,2024-03-07 01:42:00
685,Twitter,user315,"Muy decepcionado con @creatorMia, cero seriedad y gracias a @creatorAna #promo",negative,2024-03-24 21:00:00
686,Twitter,user226,Actualización de @cineFan disponible,neutral,2024-04-17 11:04:00
687,Instagram,user124,Increíble servicio de @soporteX! Me encantó la experiencia #promo https://t.co/demo,positive,2024-04-29 04:49:00
688,Instagram,user426,"Pésima experiencia con @fitLife, no lo recomiendo https://t.co/demo",negative,2024-03-14 03:24:00
689,Instagram,user386,Increíble servicio de @gamerMax! Me encantó la experiencia y gracias a @creatorMia,positive,2024-03-07 20:15:00
690,YouTube,user291,"No funciona lo que vende @gamerMax, una estafa y gracias a @creatorLuis",negative,2024-05-13 14:03:00
691,Instagram,user245,"Muy decepcionado con @brandY, cero seriedad y gracias a @foodLover https://t.co/demo",negative,2024-05-04 10:16:00
692,YouTube,user357,"Gracias @equipoY por el apoyo, quedé feliz con todo y gracias a @fitLife",positive,2024-06-23 18:25:00
693,Instagram,user520,"No funciona lo que vende @cienciaHoy, una estafa y gracias a @brandY #promo",negative,2024-04-30 23:23:00
694,YouTube,user486,Increíble servicio de @modaTrends! Me encantó la experiencia y gracias a @ofertasHoy #promo,positive,2024-05-17 11:24:00
695,Twitter,user465,"La promo de @brandY está genial, ahorré bastante y gracias a @brandX #promo https://t.co/demo",positive,2024-04-01 08:01:00
696,TikTok,user456,"Qué gran atención de @saludPlus, todo rápido y claro #promo https://t.co/demo",positive,2024-04-02 07:46:00
697,Instagram,user101,"Ojo con @soporteX, publicidad engañosa #promo",negative,2024-03-16 01:51:00
698,Instagram,user447,"Buenísimo el video de @fotografia, 10/10 y gracias a @ofertasHoy #promo",positive,2024-04-02 21:34:00
699,TikTok,user368,Increíble servicio de @creatorLuis! Me encantó la experiencia #promo https://t.co/demo,positive,2024-04-15 15:53:00
700,YouTube,user470,"Gracias @reviewGuru por el apoyo, quedé feliz con todo",positive,2024-06-18 21:46:00
701,Instagram,user175,"Buenísimo el video de @foodLover, 10/10 #promo",positive,2024-03-28 15:47:00
702,Twitter,user286,"Pésima experiencia con @saludPlus, no lo recomiendo y gracias a @cineFan",negative,2024-08-03 20:11:00
703,Twitter,user153,Increíble servicio de @brandY! Me encantó la experiencia,positive,2024-05-21 14:31:00
704,YouTube,user544,"Malo el soporte de @hogarIdeas, aún espero respuesta #promo",negative,2024-05-12 00:25:00
705,Instagram,user417,"Gracias @noticiasTech por el apoyo, quedé feliz con todo #promo",positive,2024-04-27 10:24:00
706,YouTube,user166,Comparando precios con @saludPlus y gracias a @musicBeat #promo https://t.co/demo,neutral,2024-04-21 00:00:00
707,Instagram,user416,Leyendo comentarios de @ofertasHoy,neutral,2024-04-06 02:24:00
708,TikTok,user395,"Ojo con @noticiasTech, publicidad engañosa",negative,2024-03-13 19:38:00
709,Twitter,user213,"No funciona lo que vende @reviewGuru, una estafa",negative,2024-03-29 12:25:00
710,Twitter,user53,"La promo de @musicBeat está genial, ahorré bastante y gracias a @ofertasHoy #promo",positive,2024-07-07 02:17:00
711,Instagram,user575,"Gracias @reviewGuru por el apoyo, quedé feliz con todo",positive,2024-05-18 19:48:00
712,Instagram,user215,"La promo de @canalZ está genial, ahorré bastante #promo https://t.co/demo",positive,2024-07-06 11:47:00
713,YouTube,user464,"Ojo con @creatorAna, publicidad engañosa",negative,2024-04-05 09:58:00
714,TikTok,user463,Nuevo post de @hogarIdeas sobre tendencias y gracias a @musicBeat #promo https://t.co/demo,neutral,2024-03-23 06:06:00
715,Twitter,user296,Increíble servicio de @canalZ! Me encantó la experiencia #promo,positive,2024-04-27 17:46:00
716,TikTok,user24,"La promo de @modaTrends está genial, ahorré bastante #promo",positive,2024-03-30 22:00:00
717,TikTok,user22,"Gracias @brandX por el apoyo, quedé feliz con todo https://t.co/demo",positive,2024-05-04 19:45:00
718,TikTok,user352,"No funciona lo que vende @modaTrends, una estafa",negative,2024-03-08 19:21:00
719,TikTok,user136,"Gracias @canalZ por el apoyo, quedé feliz con todo",positive,2024-02-26 01:36:00
720,TikTok,user152,"La promo de @creatorMia está genial, ahorré bastante https://t.co/demo",positive,2024-05-10 05:59:00
721,Instagram,user158,"Recomiendo a @brandY, contenido de calidad y muy útil #promo https://t.co/demo",positive,2024-07-09 07:00:00
722,Twitter,user576,"Pésima experiencia con @ofertasHoy, no lo recomiendo https://t.co/demo",negative,2024-05-12 10:17:00
723,Twitter,user125,"Gracias @gamerMax por el apoyo, quedé feliz con todo https://t.co/demo",positive,2024-05-18 18:38:00
724,TikTok,user520,"Ojo con @noticiasTech, publicidad engañosa",negative,2024-04-28 19:34:00
725,YouTube,user151,"Qué gran atención de @creatorAna, todo rápido y claro #promo",positive,2024-05-02 03:59:00
726,Twitter,user316,"Buenísimo el video de @equipoY, 10/10 #promo",positive,2024-03-11 06:39:00
727,Instagram,user598,Viendo el directo de @canalZ ahora y gracias a @devTips,neutral,2024-03-31 02:58:00
728,YouTube,user525,"La promo de @reviewGuru está genial, ahorré bastante",positive,2024-06-17 12:19:00
729,Instagram,user408,El envío de @cineFan fue lentísimo y llegó mal #promo https://t.co/demo,negative,2024-03-20 10:30:00
